Transaction_ID,Customer_ID,Name,Email,Phone,Address,City,State,Zipcode,Country,Age,Gender,Income,Customer_Segment,Date,Year,Month,Time,Total_Purchases,Amount,Total_Amount,Product_Category,Product_Brand,Product_Type,Feedback,Shipping_Method,Payment_Method,Order_Status,Ratings,products
5332796,91845,Amanda Roberts,Laurie19@gmail.com,427-512-1368,2529 Leblanc Mount,Frankfurt,Hesse,79433,Germany,22,Female,Medium,Regular,13-06-2023,2023,June,,2,30.46782795,60.93565589,Home Decor,IKEA,Furniture,Bad,Same-Day,Credit Card,Delivered,1.0,TV stand
5495762,96526,Anthony Stephens,Frank2@gmail.com,694-901-5831,551 Cook Common Apt. 347,Frankfurt,Hesse,89669,Germany,22,Male,Medium,Regular,11-11-2023,2023,November,,4,171.9689924,687.8759696,Clothing,Nike,Shorts,Excellent,Same-Day,Debit Card,Delivered,5.0,Bermuda shorts
5256111,98104,John Santiago,Ashley33@gmail.com,718-929-0543,498 Weaver Squares Suite 627,Frankfurt,Hesse,7003,Germany,22,Female,Medium,Regular,25-11-2023,2023,November,,1,373.5855893,373.5855893,Clothing,Zara,Jeans,Excellent,Same-Day,Debit Card,Delivered,4.0,Cropped jeans
6528520,90565,Mr. Kevin Clark,Michelle44@gmail.com,334-177-7179,233 Shaffer Forks,Frankfurt,Hesse,73038,Germany,22,Female,Medium,Regular,13-11-2023,2023,November,,1,196.4046895,196.4046895,Electronics,Sony,Headphones,Good,Express,Credit Card,Delivered,4.0,Studio headphones
5012059,90056,Bradley Greene,Amanda55@gmail.com,139-640-0588,422 Nicole Drives Suite 785,Frankfurt,Hesse,14048,Germany,22,Male,Medium,Regular,11-10-2023,2023,October,,7,433.962275,3037.735925,Clothing,Adidas,Shoes,Good,Express,Cash,Delivered,4.0,Slippers
3328916,80791,Sharon Cox,Bradley15@gmail.com,881-160-1546,28619 Stokes Shoal Suite 364,Frankfurt,Hesse,57708,Germany,22,Male,Medium,Regular,20-05-2023,2023,May,,7,439.5586074,3076.910252,Clothing,Zara,Shirt,Excellent,Same-Day,PayPal,Delivered,4.0,Hoodie
2137122,65500,Andrew Mcbride,John42@gmail.com,306-794-2691,6745 Strickland Valleys Suite 523,Frankfurt,Hesse,79005,Germany,22,Male,Medium,Regular,18-04-2023,2023,April,,6,235.6743883,1414.04633,Electronics,Apple,Tablet,Average,Standard,Credit Card,Delivered,2.0,Microsoft Surface
9916365,94171,Terri Johnson,Robin71@gmail.com,824-884-4361,3570 Reynolds Lodge Suite 538,Frankfurt,Hesse,68585,Germany,22,Male,Medium,Regular,24-07-2023,2023,July,,4,283.944924,1135.779696,Clothing,Zara,Dress,Bad,Same-Day,Debit Card,Delivered,1.0,Bodycon dress
1531509,90380,John Phillips,Corey34@gmail.com,--,1658 Shannon Burg Suite 675,Frankfurt,Hesse,66972,Germany,22,Female,Medium,Regular,11-07-2023,2023,July,,1,70.55666134,70.55666134,Electronics,Samsung,Tablet,Excellent,Standard,Cash,Delivered,5.0,Microsoft Surface
6770742,23662,Sandra Woods,Sandra47@gmail.com,278-900-3562,38135 Owens Landing,Frankfurt,Hesse,54706,Germany,22,Male,Medium,Regular,24-06-2023,2023,June,,7,173.2271798,1212.590258,Books,Penguin Books,Children's,Average,Standard,Cash,Delivered,2.0,Educational kits
5167615,75845,Tonya Davis,Linda24@gmail.com,634-622-8490,8612 Bill Roads,Frankfurt,Hesse,6143,Germany,22,Female,Medium,Regular,19-06-2023,2023,June,,8,322.5830485,2580.664388,Electronics,Samsung,Smartphone,Average,Express,Credit Card,Delivered,2.0,iPhone
7736795,85995,Antonio Perez,Brittany77@gmail.com,690-654-2871,99086 Lee Curve Apt. 069,Frankfurt,Hesse,72198,Germany,22,Female,Medium,Regular,29-09-2023,2023,September,,1,361.0928225,361.0928225,Home Decor,Bed Bath & Beyond,Kitchen,Good,Express,PayPal,Delivered,4.0,Blender
4353585,77636,Kayla Navarro,Jerry86@gmail.com,725-901-0189,25561 Tyler Key Suite 544,Frankfurt,Hesse,68111,Germany,22,Male,Medium,Regular,04-11-2023,2023,November,,4,332.7450991,1330.980397,Books,Random House,Fiction,Excellent,Express,Cash,Delivered,4.0,Thriller
6724298,26870,John Wilson,Maria46@gmail.com,586-271-1826,1276 Aguilar Station Suite 606,Frankfurt,Hesse,32992,Germany,22,Male,Medium,Regular,19-05-2023,2023,May,,7,228.1229417,1596.860592,Home Decor,Bed Bath & Beyond,Bedding,Good,Express,PayPal,Delivered,3.0,Pillowcase set
2739204,11284,Andrew Wheeler,Holly22@gmail.com,711-842-8233,89653 Richard Harbors Suite 466,Frankfurt,Hesse,80752,Germany,22,Male,Medium,Regular,31-03-2023,2023,March,,5,498.3963304,2491.981652,Clothing,Adidas,Shoes,Good,Standard,Credit Card,Delivered,3.0,Oxfords
7340080,86881,Patrick Frank,Sarah35@gmail.com,246-371-0170,704 Cynthia Grove,Frankfurt,Hesse,52905,Germany,22,Male,Medium,Regular,25-02-2024,2024,February,,8,384.1825573,3073.460458,Books,HarperCollins,Non-Fiction,Average,Express,Debit Card,Delivered,2.0,Self-help
2536149,77742,Michelle Herman,Michael76@gmail.com,458-160-0001,1638 Amy Rapid Suite 363,Frankfurt,Hesse,13450,Germany,22,Female,Medium,Regular,09-03-2023,2023,March,,5,147.7382801,738.6914007,Home Decor,IKEA,Furniture,Excellent,Same-Day,Debit Card,Delivered,4.0,Dresser
7498313,16079,Ashley Brewer,Thomas36@gmail.com,461-088-0712,4875 Brenda Island Apt. 562,Frankfurt,Hesse,3209,Germany,22,Female,Medium,Regular,01-07-2023,2023,July,,3,256.1492309,768.4476928,Electronics,Samsung,Smartphone,Good,Same-Day,PayPal,Delivered,3.0,Google Pixel
5455824,67241,Jacqueline Walker,Joanna13@gmail.com,931-951-7422,3091 Robertson Springs,Frankfurt,Hesse,3794,Germany,22,Male,Medium,Regular,30-04-2023,2023,April,,5,46.05695012,230.2847506,Home Decor,Bed Bath & Beyond,Bathroom,Good,Express,Cash,Delivered,4.0,Towel rack
3039758,80005,James Hayes,George7@gmail.com,443-004-8078,44120 Matthew Track,Frankfurt,Hesse,87545,Germany,22,Male,Medium,Regular,27-12-2023,2023,December,,1,224.9465446,224.9465446,Electronics,Apple,Smartphone,Good,Standard,Cash,Delivered,4.0,Samsung Galaxy
8145844,91438,Christopher Guerrero,Joseph77@gmail.com,877-836-3448,9036 Hoover Freeway,Frankfurt,Hesse,81758,Germany,22,Male,Medium,Regular,25-12-2023,2023,December,,1,111.0894687,111.0894687,Clothing,Zara,Dress,Good,Standard,Credit Card,Delivered,4.0,Sheath dress
2655443,17843,Ian Adams,Erin100@gmail.com,386-948-8814,9502 Luke Dale Apt. 792,Frankfurt,Hesse,91129,Germany,22,Male,Medium,Regular,09-09-2023,2023,September,,5,305.6447773,1528.223887,Electronics,Sony,Smartphone,Average,Express,PayPal,Delivered,2.0,Nokia
4259285,83848,Michael Beck,Joshua24@gmail.com,224-309-4779,100 Stephanie Ranch,Frankfurt,Hesse,12717,Germany,22,Female,Medium,Regular,20-03-2023,2023,March,,5,377.847014,1889.23507,Grocery,Pepsi,Water,Good,Express,Debit Card,Delivered,3.0,Sparkling water
4902936,99294,Katelyn Donaldson,Robert9@gmail.com,411-163-2383,1713 Michael Haven Suite 453,Frankfurt,Hesse,9162,Germany,22,Male,Medium,Regular,19-02-2024,2024,February,,6,256.5115109,1539.069065,Books,Random House,Literature,Good,Standard,PayPal,Delivered,3.0,Drama
7388280,37846,Jeffrey Ellis,Kathy68@gmail.com,589-680-5891,427 Jones Inlet Apt. 023,Frankfurt,Hesse,61903,Germany,22,Female,Medium,Regular,17-05-2023,2023,May,,1,164.9038764,164.9038764,Grocery,Coca-Cola,Water,Bad,Standard,Debit Card,Delivered,1.0,Mineral water
5943563,75169,Jeremy Johnson,Rachael23@gmail.com,561-524-7029,6347 Michelle Street,Frankfurt,Hesse,97350,Germany,22,Female,Medium,Regular,01-08-2023,2023,August,,9,142.8578337,1285.720503,Electronics,Samsung,Tablet,Excellent,Standard,Debit Card,Delivered,4.0,Lenovo Tab
3208827,25961,Peter Sanchez,Heidi75@gmail.com,950-497-8758,723 Nicholas Fall Apt. 548,Frankfurt,Hesse,90546,Germany,22,Female,Medium,Regular,15-11-2023,2023,November,,7,122.8914639,860.2402472,Clothing,Adidas,Jacket,Good,Same-Day,PayPal,Delivered,3.0,Puffer jacket
9512183,46887,Kimberly Mejia,Craig23@gmail.com,706-731-9953,10576 Wallace Prairie,Frankfurt,Hesse,14940,Germany,22,Female,Medium,Regular,08-08-2023,2023,August,,7,25.90359672,181.325177,Electronics,Samsung,Television,Bad,Same-Day,PayPal,Delivered,1.0,HDR TV
9746378,80676,Dustin Kennedy,David22@gmail.com,465-819-5457,35960 Travis Throughway Suite 433,Frankfurt,Hesse,88029,Germany,22,Male,Medium,Regular,18-01-2024,2024,January,,1,124.2742309,124.2742309,Books,Penguin Books,Fiction,Average,Express,Cash,Delivered,2.0,Fantasy
8208542,71808,William Roberts,Carlos9@gmail.com,233-997-2258,7010 Jon Plains,Frankfurt,Hesse,93060,Germany,22,Female,Medium,Regular,06-02-2024,2024,February,,6,188.6492533,1131.89552,Grocery,Nestle,Coffee,Excellent,Express,Debit Card,Delivered,4.0,Latte
8273251,44214,Kim Evans,James42@gmail.com,306-950-3970,80756 Kimberly Loop,Frankfurt,Hesse,53587,Germany,22,Female,Medium,Regular,05-10-2023,2023,October,,9,72.99614071,656.9652664,Clothing,Nike,Shoes,Excellent,Express,Cash,Delivered,4.0,Sandals
5959140,13950,Robert Watson,Ronald73@gmail.com,946-405-6879,51333 Mcdaniel Stream Apt. 848,Frankfurt,Hesse,7345,Germany,22,Male,Medium,Regular,03-04-2023,2023,April,,7,157.4227861,1101.959503,Clothing,Zara,Shirt,Bad,Express,PayPal,Delivered,1.0,Tank top
4054394,37101,Zachary Cunningham,George15@gmail.com,--,5400 Sawyer Mountains Apt. 820,Frankfurt,Hesse,29672,Germany,22,Female,Medium,Regular,09-12-2023,2023,December,,9,11.80066504,106.2059854,Grocery,Coca-Cola,Water,Good,Express,Debit Card,Delivered,4.0,Spring water
8804840,67856,Brian Whitney,John69@gmail.com,976-703-7111,219 Hunter Forest Suite 984,Frankfurt,Hesse,24595,Germany,22,Male,Medium,Regular,22-08-2023,2023,August,,1,33.92385192,33.92385192,Home Decor,Bed Bath & Beyond,Kitchen,Excellent,Standard,Cash,Delivered,4.0,Coffee maker
7701167,90844,Linda Adams,Isaac11@gmail.com,814-253-9980,075 Adam Extensions,Frankfurt,Hesse,28804,Germany,22,Female,Medium,Regular,01-07-2023,2023,July,,9,413.1680583,3718.512524,Electronics,Samsung,Tablet,Bad,Standard,PayPal,Delivered,1.0,iPad
2823153,15874,Donna Taylor,Amanda46@gmail.com,298-938-0903,167 Leblanc Spurs Apt. 005,Frankfurt,Hesse,61325,Germany,22,Female,Medium,Regular,26-09-2023,2023,September,,10,392.1663076,3921.663076,Home Decor,Bed Bath & Beyond,Bedding,Good,Standard,Debit Card,Delivered,3.0,Bed skirt
4523984,67509,Matthew Stokes,David98@gmail.com,807-056-5581,8343 Susan Squares,Frankfurt,Hesse,97113,Germany,22,Female,Medium,Regular,26-11-2023,2023,November,,4,84.99870869,339.9948348,Electronics,Samsung,Tablet,Excellent,Express,Credit Card,Delivered,4.0,Google Pixel Slate
7005503,38634,Bryan Wood,Jennifer92@gmail.com,897-763-5220,6704 Edward Islands,Frankfurt,Hesse,54931,Germany,22,Female,Medium,Regular,21-02-2024,2024,February,,2,459.3827518,918.7655035,Home Decor,IKEA,Furniture,Excellent,Standard,Cash,Delivered,4.0,Nightstand
3576339,38828,Cory Campbell,Aaron77@gmail.com,412-759-1045,223 Wright Knoll Suite 466,Frankfurt,Hesse,21705,Germany,22,Female,Medium,Regular,04-04-2023,2023,April,,5,358.8706136,1794.353068,Clothing,Nike,Shorts,Bad,Express,Credit Card,Delivered,1.0,Cargo shorts
3401678,94468,Gregory Lee,Elizabeth40@gmail.com,264-473-2573,56902 Thomas Pine,Frankfurt,Hesse,77933,Germany,22,Male,Medium,Regular,10-11-2023,2023,November,,3,389.2295058,1167.688518,Grocery,Nestle,Chocolate,Bad,Express,Credit Card,Delivered,1.0,Dark chocolate
8459950,42764,Joseph Snyder,Ricardo69@gmail.com,554-052-3839,019 Foley Cape Suite 679,Frankfurt,Hesse,63427,Germany,22,Male,Medium,Regular,10-10-2023,2023,October,,2,24.81378432,49.62756864,Clothing,Zara,Shirt,Excellent,Same-Day,PayPal,Delivered,4.0,Button-down shirt
8734180,16407,Kimberly Peters,Joshua51@gmail.com,461-821-3523,078 Michael Hills,Frankfurt,Hesse,6757,Germany,22,Male,Medium,Regular,29-02-2024,2024,February,,3,17.18792589,51.56377766,Grocery,Pepsi,Juice,Good,Standard,Cash,Delivered,4.0,Pineapple juice
6289569,62910,Katie Schultz,Theresa62@gmail.com,582-770-1799,473 Hannah Springs Apt. 342,Frankfurt,Hesse,86843,Germany,22,Female,Medium,Regular,28-11-2023,2023,November,,8,443.7783679,3550.226944,Home Decor,Home Depot,Decorations,Bad,Standard,Debit Card,Delivered,1.0,Clocks
6463788,39589,Lacey Porter,Shawn13@gmail.com,283-908-1740,9778 Peterson Grove Apt. 034,Frankfurt,Hesse,41117,Germany,22,Female,Medium,Regular,08-07-2023,2023,July,,10,314.9867799,3149.867799,Books,Penguin Books,Children's,Bad,Express,Cash,Delivered,1.0,Books
7420548,38818,Rachel Fisher,Stephanie55@gmail.com,167-410-8215,8193 Austin Passage Suite 992,Frankfurt,Hesse,59340,Germany,22,Male,Medium,Regular,16-11-2023,2023,November,,1,26.24039914,26.24039914,Electronics,Sony,Smartphone,Good,Standard,Debit Card,Delivered,3.0,iPhone
3868384,27281,Joanne Adams,Madison82@gmail.com,512-516-7961,435 Gonzalez Underpass,Frankfurt,Hesse,34994,Germany,22,Male,Medium,Regular,30-01-2024,2024,January,,8,385.1132418,3080.905934,Grocery,Pepsi,Water,Bad,Standard,Debit Card,Delivered,1.0,Alkaline water
4996539,38167,Ryan Simmons,Leah84@gmail.com,542-882-7822,28290 Charlotte Grove Suite 906,Frankfurt,Hesse,44751,Germany,22,Female,Medium,Regular,21-03-2023,2023,March,,5,18.97146602,94.85733009,Clothing,Nike,Shorts,Good,Same-Day,Cash,Delivered,4.0,Athletic shorts
3555075,91034,Dana Mayer,Shannon36@gmail.com,394-443-0271,032 Cory Circles,Frankfurt,Hesse,84486,Germany,22,Female,Medium,Regular,05-08-2023,2023,August,,7,217.692561,1523.847927,Books,Random House,Fiction,Excellent,Standard,Credit Card,Delivered,5.0,Mystery
8598766,15644,Erin Roberts,Kirk43@gmail.com,570-572-4173,80589 Hannah Estates Apt. 627,Frankfurt,Hesse,19741,Germany,22,Male,Medium,Regular,14-10-2023,2023,October,,3,354.3066414,1062.919924,Electronics,Sony,Smartphone,Good,Standard,PayPal,Delivered,3.0,Xiaomi Mi
9481725,82781,Matthew Miranda,Sarah64@gmail.com,517-503-9148,0571 Jones Knoll Suite 000,Frankfurt,Hesse,8052,Germany,22,Female,Medium,Regular,14-04-2023,2023,April,,8,343.454065,2747.63252,Books,HarperCollins,Thriller,Excellent,Same-Day,Credit Card,Delivered,4.0,Action
8389842,63058,Ethan Martin,Paul1@gmail.com,210-109-0976,9959 Taylor Hills,Frankfurt,Hesse,15605,Germany,22,Male,Medium,Regular,07-10-2023,2023,October,,4,136.5419167,546.1676667,Grocery,Pepsi,Soft Drink,Excellent,Standard,Credit Card,Delivered,5.0,Orange soda
7052328,32063,Taylor Hansen,Melissa18@gmail.com,347-714-6065,6908 Thompson Extensions Apt. 575,Frankfurt,Hesse,21572,Germany,22,Female,Medium,Regular,01-02-2024,2024,February,,1,298.8586645,298.8586645,Electronics,Sony,Television,Good,Express,Cash,Delivered,4.0,Android TV
5130567,19661,Bobby Weber,Nicole18@gmail.com,361-152-7247,964 Emily Motorway,Frankfurt,Hesse,9850,Germany,22,Female,Medium,Regular,26-03-2023,2023,March,,7,301.818412,2112.728884,Grocery,Coca-Cola,Water,Good,Express,Credit Card,Delivered,3.0,Purified water
8653627,64130,Brian Wells,Catherine37@gmail.com,695-162-2921,8763 Wright Lodge,Frankfurt,Hesse,14859,Germany,22,Female,Medium,Regular,10-03-2023,2023,March,,5,201.1233512,1005.616756,Clothing,Nike,Shorts,Bad,Same-Day,PayPal,Delivered,1.0,Bermuda shorts
7244036,48112,Michelle Willis,Rodney40@gmail.com,713-282-7557,2528 Kelli Course Apt. 710,Frankfurt,Hesse,98237,Germany,22,Female,Medium,Regular,05-05-2023,2023,May,,9,100.3494633,903.1451696,Books,HarperCollins,Thriller,Excellent,Standard,Credit Card,Delivered,4.0,Legal thriller
3746182,79676,Kelsey Ramirez,Jared40@gmail.com,147-199-7672,690 Whitehead Locks Suite 641,Frankfurt,Hesse,3462,Germany,22,Female,Medium,Regular,05-06-2023,2023,June,,7,190.1780004,1331.246003,Books,Random House,Fiction,Good,Express,Debit Card,Delivered,3.0,Mystery
1029128,14105,Charles Carroll,James24@gmail.com,524-980-8988,19586 Steven Plain,Frankfurt,Hesse,79433,Germany,22,Female,Medium,Regular,24-07-2023,2023,July,,2,196.3165347,392.6330693,Home Decor,IKEA,Furniture,Average,Same-Day,Cash,Delivered,2.0,Bed
2502544,63832,David Chung,Douglas42@gmail.com,276-700-9425,01970 Jason Hills Apt. 826,Frankfurt,Hesse,39058,Germany,22,Male,Medium,Regular,08-10-2023,2023,October,,5,258.2183377,1291.091688,Books,Penguin Books,Non-Fiction,Good,Same-Day,Credit Card,Delivered,4.0,Biography
9958736,35294,David Lee,Jennifer78@gmail.com,658-320-5889,292 Mark Village Suite 870,Frankfurt,Hesse,31111,Germany,22,Female,Medium,Regular,05-12-2023,2023,December,,2,40.59832697,81.19665394,Electronics,Sony,Smartphone,Average,Standard,PayPal,Delivered,2.0,iPhone
2006141,78404,Dr. Cindy Parker,Nicole65@gmail.com,733-518-3889,83163 Victor Terrace Apt. 479,Frankfurt,Hesse,56891,Germany,22,Male,Medium,Regular,06-04-2023,2023,April,,4,310.8790759,1243.516304,Electronics,Sony,Headphones,Good,Same-Day,Cash,Delivered,4.0,Gaming headphones
4465025,49543,Mr. Evan Brown,Victoria38@gmail.com,643-529-9232,48395 Sergio Spurs Suite 792,Frankfurt,Hesse,55969,Germany,22,Male,Medium,Regular,05-01-2024,2024,January,,3,284.9378767,854.8136302,Grocery,Pepsi,Juice,Excellent,Express,Credit Card,Delivered,4.0,Pineapple juice
1156764,29775,David Henderson,Jessica78@gmail.com,975-528-5464,3878 Allison Lake,Frankfurt,Hesse,99393,Germany,22,Male,Medium,Regular,20-06-2023,2023,June,,6,268.6165194,1611.699116,Grocery,Nestle,Coffee,Good,Standard,PayPal,Delivered,3.0,Americano
6038259,80520,Reginald Lee,Shane31@gmail.com,599-879-0390,36315 Wagner Station Apt. 897,Frankfurt,Hesse,28482,Germany,22,Female,Medium,Regular,18-09-2023,2023,September,,3,300.0077408,900.0232223,Electronics,Sony,Television,Good,Same-Day,Debit Card,Delivered,4.0,Android TV
5745383,69176,Jeffrey Harris,Brad95@gmail.com,562-741-8331,41818 John Run,Frankfurt,Hesse,36754,Germany,22,Male,Medium,Regular,12-04-2023,2023,April,,8,434.550909,3476.407272,Clothing,Adidas,Shoes,Average,Express,Credit Card,Delivered,2.0,Slippers
1687266,74683,Meagan Mckinney,Aaron60@gmail.com,300-255-2525,7055 Stokes Meadow Apt. 756,Frankfurt,Hesse,3435,Germany,22,Female,Medium,Regular,12-05-2023,2023,May,,8,459.5593859,3676.475087,Books,Random House,Literature,Average,Standard,Debit Card,Delivered,2.0,Non-fiction literature
2421513,83421,Angela Glover,Blake94@gmail.com,441-692-1588,2558 Ball Brooks,Frankfurt,Hesse,86102,Germany,22,Male,Medium,Regular,12-12-2023,2023,December,,7,138.3201944,968.241361,Clothing,Adidas,Shoes,Bad,Same-Day,Debit Card,Delivered,1.0,Espadrilles
5802369,80442,Sandra Hebert,Erik26@gmail.com,563-728-7158,5821 Kendra Mills,Frankfurt,Hesse,46599,Germany,22,Male,Medium,Regular,19-04-2023,2023,April,,1,246.4179358,246.4179358,Books,Random House,Non-Fiction,Bad,Standard,Debit Card,Delivered,1.0,Travel
4277576,85866,John Dickerson,Darin61@gmail.com,636-834-4544,82238 Olson Mill,Frankfurt,Hesse,12753,Germany,22,Male,Medium,Regular,03-05-2023,2023,May,,7,427.9781737,2995.847216,Grocery,Coca-Cola,Juice,Bad,Express,PayPal,Delivered,1.0,Pomegranate juice
7479126,21183,Jenny Henderson,Michelle48@gmail.com,430-143-4587,423 Vasquez Hills,Frankfurt,Hesse,57870,Germany,22,Male,Medium,Regular,27-05-2023,2023,May,,5,380.2948711,1901.474355,Books,HarperCollins,Thriller,Bad,Same-Day,Debit Card,Delivered,1.0,Techno-thriller
6785636,98894,Richard Garcia,Alexis11@gmail.com,141-212-0084,99006 Jerry Estates Apt. 642,Frankfurt,Hesse,17378,Germany,22,Male,Medium,Regular,05-03-2023,2023,March,,0,171.6861988,686.7447953,Clothing,Zara,Dress,Excellent,Express,Credit Card,Delivered,5.0,Maxi dress
2840802,68307,Roy Mason,Kevin27@gmail.com,187-084-1902,7771 Deborah Place Suite 689,Frankfurt,Hesse,15342,Germany,22,Male,Medium,Regular,04-01-2024,2024,January,,5,49.40912114,247.0456057,Grocery,Pepsi,Soft Drink,Bad,Standard,Debit Card,Delivered,1.0,Iced tea
6190729,45461,Carolyn Harmon,Brian52@gmail.com,556-950-5571,997 Travis Rest,Frankfurt,Hesse,71979,Germany,22,Female,Medium,Regular,10-01-2024,2024,January,,1,298.4633654,298.4633654,Books,Random House,Fiction,Bad,Same-Day,Cash,Delivered,1.0,Adventure
3421739,50091,Jennifer Dougherty,Kathryn76@gmail.com,651-713-8466,49824 Deborah Spurs,Frankfurt,Hesse,41149,Germany,22,Female,Medium,Regular,01-12-2023,2023,December,,6,464.0521252,2784.312751,Grocery,Pepsi,Water,Average,Express,Debit Card,Delivered,2.0,Flavored water
4734341,11158,Stephanie Monroe,Robert83@gmail.com,166-666-8612,9201 Smith Ways Apt. 998,Frankfurt,Hesse,3187,Germany,22,Male,Medium,Regular,29-01-2024,2024,January,,10,57.36888603,573.6888603,Clothing,Zara,Shirt,Average,Standard,Cash,Delivered,2.0,Button-down shirt
3106663,92224,Brett Lowery,James68@gmail.com,441-377-6215,0235 Kenneth Harbor,Frankfurt,Hesse,38159,Germany,22,Male,Medium,Regular,19-11-2023,2023,November,,10,78.00618064,780.0618064,Books,Penguin Books,Children's,Average,Express,Debit Card,Delivered,2.0,Art supplies
7893703,91932,James Hicks,Mark21@gmail.com,481-124-7447,92729 Robyn Rapids Apt. 070,Frankfurt,Hesse,92519,Germany,22,Male,Medium,Regular,26-07-2023,2023,July,,8,476.4604888,3811.68391,Books,Penguin Books,Non-Fiction,Bad,Standard,Debit Card,Delivered,1.0,Science
3806817,93314,Michael Roman,Caroline81@gmail.com,226-999-5991,32477 Ryan Wells Apt. 751,Frankfurt,Hesse,86756,Germany,22,Female,Medium,Regular,26-11-2023,2023,November,,7,70.32044185,492.243093,Books,Random House,Fiction,Bad,Same-Day,Credit Card,Delivered,1.0,Fantasy
8628140,88774,Joshua Singh,James97@gmail.com,427-987-8982,838 Jackie Shore Apt. 379,Frankfurt,Hesse,16059,Germany,22,Female,Medium,Regular,26-07-2023,2023,July,,5,294.7020045,1473.510023,Books,Penguin Books,Children's,Bad,Standard,Debit Card,Delivered,1.0,Educational kits
7510613,44897,Christopher Phillips,Sara48@gmail.com,300-355-9385,9782 Joseph Roads Apt. 612,Frankfurt,Hesse,33251,Germany,22,Male,Medium,Regular,22-03-2023,2023,March,,2,87.19368925,174.3873785,Home Decor,Home Depot,Furniture,Good,Express,Cash,Delivered,4.0,Wardrobe
1196973,79001,Susan Carter,Lauren88@gmail.com,777-099-2790,604 Juan Tunnel Suite 668,Frankfurt,Hesse,47318,Germany,22,Female,Medium,Regular,26-07-2023,2023,July,,4,184.9622873,739.8491493,Electronics,Apple,Tablet,Average,Standard,PayPal,Delivered,2.0,Huawei MediaPad
6867000,25246,Lori Skinner,Steven92@gmail.com,--,29388 Katie Crossroad,Frankfurt,Hesse,89736,Germany,22,Male,Medium,Regular,30-10-2023,2023,October,,6,89.98456744,539.9074047,Books,HarperCollins,Fiction,Average,Express,Cash,Delivered,2.0,Mystery
1880257,91434,Richard Bailey,Natasha91@gmail.com,828-454-7680,382 Swanson Fork,Frankfurt,Hesse,90984,Germany,22,Male,Medium,Regular,03-02-2024,2024,February,,7,390.5630652,2733.941456,Clothing,Nike,T-shirt,Bad,Express,Cash,Delivered,1.0,Raglan tee
4968542,36527,Karen Avila,Sydney26@gmail.com,242-856-5805,90353 Ronald Pines Suite 591,Frankfurt,Hesse,27072,Germany,22,Female,Medium,Regular,05-04-2023,2023,April,,2,211.3678487,422.7356975,Books,Penguin Books,Children's,Bad,Express,Debit Card,Delivered,1.0,Clothing
3097978,15207,Linda Adkins,Ashley36@gmail.com,372-182-0376,72430 Montgomery Burg,Frankfurt,Hesse,5918,Germany,22,Male,Medium,Regular,30-05-2023,2023,May,,9,488.7035141,4398.331627,Clothing,Zara,Jeans,Average,Standard,Cash,Delivered,2.0,Flare jeans
1907601,56156,Adam Jackson,Meredith24@gmail.com,412-701-6037,2230 Rebecca Heights Suite 306,Frankfurt,Hesse,80848,Germany,22,Female,Medium,Regular,10-10-2023,2023,October,,1,411.1412154,411.1412154,Clothing,Adidas,Shoes,Good,Standard,Credit Card,Delivered,4.0,Boots
4234339,55725,Matthew Shepherd,Robert25@gmail.com,181-363-8962,21690 Montgomery Forges Apt. 045,Frankfurt,Hesse,93373,Germany,22,Male,Medium,Regular,28-01-2024,2024,January,,9,329.9940803,2969.946723,Electronics,Samsung,Television,Average,Standard,Cash,Delivered,2.0,LED TV
7926355,30757,Billy Thompson,Tim54@gmail.com,420-028-1431,13827 Kristen Parkway,Frankfurt,Hesse,94524,Germany,22,Female,Medium,Regular,17-03-2023,2023,March,,7,368.5258013,2579.680609,Clothing,Nike,T-shirt,Good,Same-Day,Debit Card,Delivered,4.0,Crew neck tee
5900908,53235,Danielle Sullivan MD,Jennifer17@gmail.com,382-082-3133,091 Ann Orchard,Frankfurt,Hesse,96841,Germany,22,Female,Medium,Regular,09-10-2023,2023,October,,9,412.6319699,3713.687729,Books,HarperCollins,Non-Fiction,Bad,Express,Cash,Delivered,1.0,Memoir
9054718,77730,John Jennings,Vanessa59@gmail.com,897-320-3274,0789 Andrew Pike,Frankfurt,Hesse,58956,Germany,22,Female,Medium,Regular,28-03-2023,2023,March,,9,489.8985664,4409.087098,Home Decor,Home Depot,Decorations,Bad,Standard,Debit Card,Delivered,1.0,Sculptures
9723384,67652,Danielle Peterson,Susan71@gmail.com,617-414-2003,227 Maria Ports,Frankfurt,Hesse,84267,Germany,22,Female,Medium,Regular,08-03-2023,2023,March,,3,265.8230548,797.4691645,Home Decor,IKEA,Furniture,Bad,Same-Day,PayPal,Delivered,1.0,Nightstand
3481458,23902,Xavier Taylor,Kendra42@gmail.com,741-673-2288,3533 Mcguire Meadows,Frankfurt,Hesse,15293,Germany,22,Female,Medium,Regular,12-11-2023,2023,November,,5,251.2000267,1256.000134,Electronics,Apple,Tablet,Bad,Same-Day,Cash,Delivered,1.0,Asus ZenPad
1728095,66368,Cody Reyes,Jenna59@gmail.com,885-804-6615,22967 Rivera Estates,Frankfurt,Hesse,3610,Germany,22,Male,Medium,Regular,19-01-2024,2024,January,,3,336.5573769,1009.672131,Books,Penguin Books,Non-Fiction,Bad,Express,Debit Card,Delivered,1.0,Science
